date,totals
2015-11-01,50278
2015-11-01,44023
2015-11-01,27504
2015-11-01,55031
2015-11-01,10415
2015-11-01,8299
2015-11-01,10632
2015-11-01,12850
2015-11-01,8313
2015-11-01,12721
2015-11-01,36421
2015-11-01,49217
2015-11-01,6288
2015-11-01,81616
2015-11-01,35457
2015-11-01,25453
2015-11-01,103836
2015-11-01,2101
2015-11-01,32064
2015-11-01,9727
2015-11-01,63670
2015-11-01,146982
2015-11-01,21772
2015-11-01,3136
2015-11-01,48010
2015-11-01,43989
2015-11-01,25063
2015-11-01,38541
2015-11-01,5017
2015-12-01,120914
2015-12-01,11055
2015-12-01,47759
2015-12-01,36886
2015-12-01,252946
2015-12-01,64547
2015-12-01,36673
2015-12-01,7670
2015-12-01,95
2015-12-01,168935
2015-12-01,96508
2015-12-01,1644
2015-12-01,18544
2015-12-01,182255
2015-12-01,214035
2015-12-01,25941
2015-12-01,28091
2015-12-01,308824
2015-12-01,59760
2015-12-01,14076
2015-12-01,17832
2015-12-01,22723
2015-12-01,76882
2015-12-01,64181
2015-12-01,44727
2015-12-01,89366
2015-12-01,16667
2015-12-01,14768
2015-12-01,18649
2015-12-01,20626
2015-12-01,11018
2015-12-01,19335
2015-12-01,48515
2015-12-01,76441
2015-12-01,8304
2015-12-01,119897
2015-12-01,56119
2015-12-01,41065
2015-12-01,153826
2015-12-01,3363
2015-12-01,48614
2015-12-01,14660
2015-12-01,100586
2015-12-01,241791
2015-12-01,31645
2015-12-01,4731
2015-12-01,72526
2015-12-01,73158
2015-12-01,36037
2015-12-01,52450
2015-12-01,8870
2016-01-01,73218
2016-01-01,6085
2016-01-01,31910
2016-01-01,20437
2016-01-01,220912
2016-01-01,48214
2016-01-01,31712
2016-01-01,4886
2016-01-01,82
2016-01-01,125935
2016-01-01,62707
2016-01-01,1383
2016-01-01,13197
2016-01-01,189400
2016-01-01,230892
2016-01-01,26714
2016-01-01,19443
2016-01-01,302383
2016-01-01,32192
2016-01-01,8844
2016-01-01,13321
2016-01-01,20208
2016-01-01,56723
2016-01-01,50842
2016-01-01,21330
2016-01-01,61257
2016-01-01,10722
2016-01-01,11116
2016-01-01,12291
2016-01-01,16887
2016-01-01,8683
2016-01-01,12577
2016-01-01,34071
2016-01-01,51646
2016-01-01,5877
2016-01-01,76218
2016-01-01,34889
2016-01-01,26378
2016-01-01,102170
2016-01-01,2617
2016-01-01,31396
2016-01-01,10220
2016-01-01,62789
2016-01-01,164088
2016-01-01,19968
2016-01-01,3451
2016-01-01,44181
2016-01-01,58050
2016-01-01,18985
2016-01-01,39561
2016-01-01,5676
2016-02-01,77411
2016-02-01,6779
2016-02-01,35307
2016-02-01,27506
2016-02-01,214844
2016-02-01,47302
2016-02-01,32110
2016-02-01,5173
2016-02-01,95
2016-02-01,132010
2016-02-01,66777
2016-02-01,1424
2016-02-01,15520
2016-02-01,169908
2016-02-01,221556
2016-02-01,23728
2016-02-01,19817
2016-02-01,266913
2016-02-01,32939
2016-02-01,9868
2016-02-01,14735
2016-02-01,17835
2016-02-01,61421
2016-02-01,50144
2016-02-01,28656
2016-02-01,67682
2016-02-01,12644
2016-02-01,8576
2016-02-01,14342
2016-02-01,14577
2016-02-01,9811
2016-02-01,16662
2016-02-01,34195
2016-02-01,58096
2016-02-01,5799
2016-02-01,90222
2016-02-01,37589
2016-02-01,28869
2016-02-01,104116
2016-02-01,2392
2016-02-01,39376
2016-02-01,10732
2016-02-01,68503
2016-02-01,192417
2016-02-01,22999
2016-02-01,4173
2016-02-01,47955
2016-02-01,56043
2016-02-01,27216
2016-02-01,42855
2016-02-01,5703
2016-03-01,55486
2016-03-01,6982
2016-03-01,35795
2016-03-01,24390
2016-03-01,201041
2016-03-01,46430
2016-03-01,35332
2016-03-01,4986
2016-03-01,85
2016-03-01,119207
2016-03-01,55396
2016-03-01,1469
2016-03-01,13824
2016-03-01,175762
2016-03-01,151821
2016-03-01,23526
2016-03-01,16593
2016-03-01,321318
2016-03-01,26552
2016-03-01,9429
2016-03-01,14546
2016-03-01,20450
2016-03-01,59827
2016-03-01,56311
2016-03-01,21727
2016-03-01,64449
2016-03-01,11967
2016-03-01,8315
2016-03-01,13550
2016-03-01,14498
2016-03-01,11138
2016-03-01,13999
2016-03-01,34781
2016-03-01,53581
2016-03-01,6281
2016-03-01,85267
2016-03-01,29112
2016-03-01,27093
2016-03-01,105145
2016-03-01,2516
2016-03-01,38503
2016-03-01,9178
2016-03-01,51955
2016-03-01,152465
2016-03-01,30548
2016-03-01,3861
2016-03-01,42741
2016-03-01,126000
2016-03-01,22143
2016-03-01,44925
2016-03-01,5302
2016-04-01,41239
2016-04-01,6867
2016-04-01,32005
2016-04-01,19048
2016-04-01,171256
2016-04-01,41636
2016-04-01,32657
2016-04-01,4316
2016-04-01,69
2016-04-01,104114
2016-04-01,41265
2016-04-01,1453
2016-04-01,10638
2016-04-01,154306
2016-04-01,126579
2016-04-01,15435
2016-04-01,13227
2016-04-01,306214
2016-04-01,23719
2016-04-01,8567
2016-04-01,13007
2016-04-01,17505
2016-04-01,48163
2016-04-01,57100
2016-04-01,17182
2016-04-01,49098
2016-04-01,10728
2016-04-01,6280
2016-04-01,11803
2016-04-01,12630
2016-04-01,10465
2016-04-01,12421
2016-04-01,31789
2016-04-01,43592
2016-04-01,6039
2016-04-01,71881
2016-04-01,26489
2016-04-01,23132
2016-04-01,88140
2016-04-01,2125
2016-04-01,30929
2016-04-01,8275
2016-04-01,57837
2016-04-01,126292
2016-04-01,30706
2016-04-01,3220
2016-04-01,36219
2016-04-01,65565
2016-04-01,17825
2016-04-01,38403
2016-04-01,5029
2016-05-01,36157
2016-05-01,5991
2016-05-01,28671
2016-05-01,16422
2016-05-01,166035
2016-05-01,36512
2016-05-01,29247
2016-05-01,4355
2016-05-01,110
2016-05-01,94732
2016-05-01,33740
2016-05-01,1316
2016-05-01,8658
2016-05-01,119574
2016-05-01,119897
2016-05-01,12578
2016-05-01,10559
2016-05-01,321666
2016-05-01,20462
2016-05-01,6572
2016-05-01,11176
2016-05-01,15449
2016-05-01,37823
2016-05-01,42135
2016-05-01,15159
2016-05-01,40752
2016-05-01,9551
2016-05-01,4956
2016-05-01,10105
2016-05-01,10869
2016-05-01,9770
2016-05-01,10847
2016-05-01,26336
2016-05-01,38727
2016-05-01,4620
2016-05-01,58406
2016-05-01,21379
2016-05-01,21266
2016-05-01,70244
2016-05-01,1648
2016-05-01,24923
2016-05-01,6403
2016-05-01,44044
2016-05-01,104134
2016-05-01,24045
2016-05-01,2247
2016-05-01,30787
2016-05-01,41282
2016-05-01,14918
2016-05-01,27431
2016-05-01,4504
2016-06-01,44976
2016-06-01,7406
2016-06-01,32540
2016-06-01,18779
2016-06-01,173846
2016-06-01,41134
2016-06-01,33475
2016-06-01,4987
2016-06-01,72
2016-06-01,125567
2016-06-01,42626
2016-06-01,1754
2016-06-01,12947
2016-06-01,164500
2016-06-01,94326
2016-06-01,12209
2016-06-01,12364
2016-06-01,360293
2016-06-01,26278
2016-06-01,7858
2016-06-01,11647
2016-06-01,17743
2016-06-01,39580
2016-06-01,47916
2016-06-01,17507
2016-06-01,45384
2016-06-01,10610
2016-06-01,5777
2016-06-01,11771
2016-06-01,12661
2016-06-01,10806
2016-06-01,12560
2016-06-01,28472
2016-06-01,44535
2016-06-01,6568
2016-06-01,60366
2016-06-01,26167
2016-06-01,25502
2016-06-01,80806
2016-06-01,2302
2016-06-01,30209
2016-06-01,7519
2016-06-01,56218
2016-06-01,120263
2016-06-01,28189
2016-06-01,2688
2016-06-01,37593
2016-06-01,50487
2016-06-01,16423
2016-06-01,30747
2016-06-01,4812
2016-07-01,48927
2016-07-01,6793
2016-07-01,34496
2016-07-01,19378
2016-07-01,190218
2016-07-01,43094
2016-07-01,29755
2016-07-01,4494
2016-07-01,60
2016-07-01,125208
2016-07-01,49183
2016-07-01,1565
2016-07-01,12154
2016-07-01,168227
2016-07-01,88340
2016-07-01,11937
2016-07-01,14140
2016-07-01,363085
2016-07-01,41063
2016-07-01,7702
2016-07-01,12228
2016-07-01,20480
2016-07-01,40142
2016-07-01,43368
2016-07-01,21907
2016-07-01,46637
2016-07-01,9869
2016-07-01,5429
2016-07-01,11785
2016-07-01,13068
2016-07-01,10074
2016-07-01,12219
2016-07-01,29513
2016-07-01,44123
2016-07-01,5470
2016-07-01,63148
2016-07-01,25946
2016-07-01,24813
2016-07-01,86137
2016-07-01,2368
2016-07-01,32730
2016-07-01,7406
2016-07-01,57653
2016-07-01,127207
2016-07-01,17608
2016-07-01,2674
2016-07-01,43574
2016-07-01,47887
2016-07-01,16791
2016-07-01,38922
2016-07-01,4585
2016-08-01,42455
2016-08-01,7194
2016-08-01,33422
2016-08-01,21692
2016-08-01,176770
2016-08-01,40996
2016-08-01,27353
2016-08-01,4169
2016-08-01,62
2016-08-01,114446
2016-08-01,44370
2016-08-01,1305
2016-08-01,11635
2016-08-01,185912
2016-08-01,79202
2016-08-01,12518
2016-08-01,13770
2016-08-01,29746
2016-08-01,30716
2016-08-01,8204
2016-08-01,12510
2016-08-01,18138
2016-08-01,41493
2016-08-01,51700
2016-08-01,26351
2016-08-01,44182
2016-08-01,10672
2016-08-01,6405
2016-08-01,10520
2016-08-01,12039
2016-08-01,9728
2016-08-01,12341
2016-08-01,30808
2016-08-01,46518
2016-08-01,5461
2016-08-01,62418
2016-08-01,25927
2016-08-01,22911
2016-08-01,86652
2016-08-01,2090
2016-08-01,31389
2016-08-01,7873
2016-08-01,60971
2016-08-01,124608
2016-08-01,21178
2016-08-01,2724
2016-08-01,38667
2016-08-01,46645
2016-08-01,17315
2016-08-01,53689
2016-08-01,5295
2016-09-01,41336
2016-09-01,6867
2016-09-01,33390
2016-09-01,18826
2016-09-01,159077
2016-09-01,40013
2016-09-01,14955
2016-09-01,4160
2016-09-01,52
2016-09-01,102843
2016-09-01,41621
2016-09-01,1247
2016-09-01,12611
2016-09-01,127535
2016-09-01,63820
2016-09-01,12094
2016-09-01,14051
2016-09-01,298753
2016-09-01,33656
2016-09-01,10550
2016-09-01,12161
2016-09-01,17481
2016-09-01,41363
2016-09-01,58507
2016-09-01,19705
2016-09-01,41437
2016-09-01,11479
2016-09-01,6099
2016-09-01,10434
2016-09-01,13329
2016-09-01,9309
2016-09-01,11867
2016-09-01,33599
2016-09-01,46452
2016-09-01,5883
2016-09-01,58828
2016-09-01,25309
2016-09-01,26487
2016-09-01,86424
2016-09-01,2052
2016-09-01,28988
2016-09-01,9284
2016-09-01,48546
2016-09-01,126694
2016-09-01,19914
2016-09-01,3130
2016-09-01,38779
2016-09-01,48147
2016-09-01,18079
2016-09-01,59639
2016-09-01,5086
2016-10-01,43251
2016-10-01,9383
2016-10-01,34134
2016-10-01,22709
2016-10-01,180968
2016-10-01,45337
2016-10-01,16048
2016-10-01,5757
2016-10-01,61
2016-10-01,111657
2016-10-01,48308
2016-10-01,1277
2016-10-01,14160
2016-10-01,169348
2016-10-01,72085
2016-10-01,14908
2016-10-01,17656
2016-10-01,378973
2016-10-01,32820
2016-10-01,12954
2016-10-01,14405
2016-10-01,19500
2016-10-01,49099
2016-10-01,70854
2016-10-01,21433
2016-10-01,50651
2016-10-01,13411
2016-10-01,7834
2016-10-01,12026
2016-10-01,15045
2016-10-01,10175
2016-10-01,13089
2016-10-01,37907
2016-10-01,49372
2016-10-01,7283
2016-10-01,71864
2016-10-01,28578
2016-10-01,28948
2016-10-01,103095
2016-10-01,2448
2016-10-01,31780
2016-10-01,12670
2016-10-01,56652
2016-10-01,144467
2016-10-01,23339
2016-10-01,3769
2016-10-01,46862
2016-10-01,57746
2016-10-01,20035
2016-10-01,63442
2016-10-01,5228
2016-11-01,50477
2016-11-01,8514
2016-11-01,39722
2016-11-01,26901
2016-11-01,224039
2016-11-01,54418
2016-11-01,17223
2016-11-01,5791
2016-11-01,56
2016-11-01,134638
2016-11-01,58723
2016-11-01,1347
2016-11-01,13965
2016-11-01,161604
2016-11-01,92535
2016-11-01,18540
2016-11-01,22646
2016-11-01,330444
2016-11-01,39979
2016-11-01,10506
2016-11-01,17647
2016-11-01,21581
2016-11-01,56137
2016-11-01,62666
2016-11-01,29113
2016-11-01,57501
2016-11-01,12074
2016-11-01,9086
2016-11-01,14476
2016-11-01,15256
2016-11-01,11317
2016-11-01,15116
2016-11-01,43009
2016-11-01,59658
2016-11-01,6494
2016-11-01,88928
2016-11-01,40123
2016-11-01,33555
2016-11-01,118378
2016-11-01,2658
2016-11-01,39711
2016-11-01,11622
2016-11-01,74722
2016-11-01,157519
2016-11-01,26928
2016-11-01,3503
2016-11-01,58362
2016-11-01,56963
2016-11-01,25378
2016-11-01,65277
2016-11-01,5814
2016-12-01,62014
2016-12-01,8786
2016-12-01,44887
2016-12-01,29926
2016-12-01,298161
2016-12-01,55428
2016-12-01,17825
2016-12-01,6356
2016-12-01,71
2016-12-01,144983
2016-12-01,68269
2016-12-01,1141
2016-12-01,17034
2016-12-01,137994
2016-12-01,95672
2016-12-01,18090
2016-12-01,22282
2016-12-01,397059
2016-12-01,51493
2016-12-01,10528
2016-12-01,17984
2016-12-01,19842
2016-12-01,47834
2016-12-01,60056
2016-12-01,36091
2016-12-01,63289
2016-12-01,12610
2016-12-01,8790
2016-12-01,14889
2016-12-01,14305
2016-12-01,10577
2016-12-01,17518
2016-12-01,40292
2016-12-01,65145
2016-12-01,6261
2016-12-01,88178
2016-12-01,43082
2016-12-01,35754
2016-12-01,111913
2016-12-01,2542
2016-12-01,43044
2016-12-01,10739
2016-12-01,74884
2016-12-01,181572
2016-12-01,29485
2016-12-01,3977
2016-12-01,62649
2016-12-01,59181
2016-12-01,27242
2016-12-01,56928
2016-12-01,6560
2017-01-01,41542
2017-01-01,4500
2017-01-01,31366
2017-01-01,16762
2017-01-01,130365
2017-01-01,37047
2017-01-01,15073
2017-01-01,4299
2017-01-01,81
2017-01-01,104576
2017-01-01,44615
2017-01-01,866
2017-01-01,11146
2017-01-01,138008
2017-01-01,80412
2017-01-01,15707
2017-01-01,15049
2017-01-01,345924
2017-01-01,27709
2017-01-01,6865
2017-01-01,13368
2017-01-01,19996
2017-01-01,39067
2017-01-01,85322
2017-01-01,17113
2017-01-01,39098
2017-01-01,7994
2017-01-01,6205
2017-01-01,10013
2017-01-01,12067
2017-01-01,9274
2017-01-01,10966
2017-01-01,31567
2017-01-01,46548
2017-01-01,4933
2017-01-01,58574
2017-01-01,24547
2017-01-01,22210
2017-01-01,85948
2017-01-01,2147
2017-01-01,31829
2017-01-01,7614
2017-01-01,83613
2017-01-01,117903
2017-01-01,18314
2017-01-01,2691
2017-01-01,37369
2017-01-01,46027
2017-01-01,15772
2017-01-01,46775
2017-01-01,3705
2017-02-01,46251
2017-02-01,5917
2017-02-01,37388
2017-02-01,22548
2017-02-01,129885
2017-02-01,43577
2017-02-01,15209
2017-02-01,5066
2017-02-01,93
2017-02-01,117892
2017-02-01,53177
2017-02-01,1037
2017-02-01,14936
2017-02-01,139697
2017-02-01,136193
2017-02-01,15025
2017-02-01,19211
2017-02-01,313748
2017-02-01,27684
2017-02-01,7731
2017-02-01,14852
2017-02-01,18130
2017-02-01,48382
2017-02-01,62051
2017-02-01,24043
2017-02-01,50850
2017-02-01,10386
2017-02-01,7122
2017-02-01,11765
2017-02-01,12282
2017-02-01,9601
2017-02-01,15364
2017-02-01,31910
2017-02-01,51627
2017-02-01,6193
2017-02-01,74257
2017-02-01,30840
2017-02-01,29183
2017-02-01,95585
2017-02-01,2354
2017-02-01,41969
2017-02-01,9754
2017-02-01,69264
2017-02-01,137470
2017-02-01,24889
2017-02-01,3594
2017-02-01,47038
2017-02-01,52154
2017-02-01,22449
2017-02-01,50720
2017-02-01,4554
2017-03-01,48769
2017-03-01,6971
2017-03-01,38170
2017-03-01,23290
2017-03-01,146592
2017-03-01,45645
2017-03-01,18787
2017-03-01,5527
2017-03-01,111
2017-03-01,122716
2017-03-01,57235
2017-03-01,1090
2017-03-01,16675
2017-03-01,163728
2017-03-01,79624
2017-03-01,20026
2017-03-01,17891
2017-03-01,397959
2017-03-01,29310
2017-03-01,9632
2017-03-01,15769
2017-03-01,21059
2017-03-01,54452
2017-03-01,77749
2017-03-01,24421
2017-03-01,52928
2017-03-01,12396
2017-03-01,7337
2017-03-01,14158
2017-03-01,13529
2017-03-01,10993
2017-03-01,14963
2017-03-01,35608
2017-03-01,55574
2017-03-01,6461
2017-03-01,81153
2017-03-01,30518
2017-03-01,32423
2017-03-01,110334
2017-03-01,2553
2017-03-01,43113
2017-03-01,9770
2017-03-01,74655
2017-03-01,144270
2017-03-01,26941
2017-03-01,4051
2017-03-01,49368
2017-03-01,58069
2017-03-01,22529
2017-03-01,58739
2017-03-01,5315
2017-04-01,32652
2017-04-01,6983
2017-04-01,32052
2017-04-01,16452
2017-04-01,132190
2017-04-01,39989
2017-04-01,16406
2017-04-01,4296
2017-04-01,104
2017-04-01,103641
2017-04-01,37829
2017-04-01,888
2017-04-01,15234
2017-04-01,135507
2017-04-01,63298
2017-04-01,13017
2017-04-01,15139
2017-04-01,392685
2017-04-01,22065
2017-04-01,8115
2017-04-01,13182
2017-04-01,17866
2017-04-01,41939
2017-04-01,71484
2017-04-01,16803
2017-04-01,40019
2017-04-01,10293
2017-04-01,5745
2017-04-01,10588
2017-04-01,10792
2017-04-01,9119
2017-04-01,12748
2017-04-01,33113
2017-04-01,39992
2017-04-01,6504
2017-04-01,66800
2017-04-01,27478
2017-04-01,27936
2017-04-01,85908
2017-04-01,2133
2017-04-01,30218
2017-04-01,7857
2017-04-01,57852
2017-04-01,109961
2017-04-01,23177
2017-04-01,3818
2017-04-01,48631
2017-04-01,47895
2017-04-01,16988
2017-04-01,45872
2017-04-01,4269
2017-05-01,33331
2017-05-01,6442
2017-05-01,28734
2017-05-01,16749
2017-05-01,129307
2017-05-01,36008
2017-05-01,16149
2017-05-01,4012
2017-05-01,82
2017-05-01,96556
2017-05-01,36905
2017-05-01,1117
2017-05-01,13065
2017-05-01,121746
2017-05-01,54347
2017-05-01,10232
2017-05-01,12337
2017-05-01,391740
2017-05-01,21311
2017-05-01,7200
2017-05-01,11660
2017-05-01,16651
2017-05-01,38548
2017-05-01,55570
2017-05-01,15680
2017-05-01,34965
2017-05-01,9418
2017-05-01,5025
2017-05-01,9803
2017-05-01,8868
2017-05-01,8694
2017-05-01,11291
2017-05-01,31294
2017-05-01,39413
2017-05-01,4654
2017-05-01,56229
2017-05-01,22693
2017-05-01,26466
2017-05-01,79725
2017-05-01,1883
2017-05-01,31248
2017-05-01,7004
2017-05-01,57763
2017-05-01,109732
2017-05-01,23844
2017-05-01,2577
2017-05-01,36007
2017-05-01,45816
2017-05-01,15085
2017-05-01,37888
2017-05-01,4128
2017-06-01,35687
2017-06-01,6353
2017-06-01,28359
2017-06-01,16614
2017-06-01,130187
2017-06-01,36459
2017-06-01,16504
2017-06-01,3634
2017-06-01,74
2017-06-01,100508
2017-06-01,39874
2017-06-01,1083
2017-06-01,20241
2017-06-01,113889
2017-06-01,49689
2017-06-01,8352
2017-06-01,13485
2017-06-01,392002
2017-06-01,23497
2017-06-01,6474
2017-06-01,10945
2017-06-01,15841
2017-06-01,37088
2017-06-01,44775
2017-06-01,17154
2017-06-01,36752
2017-06-01,9901
2017-06-01,4265
2017-06-01,10602
2017-06-01,9184
2017-06-01,7790
2017-06-01,11398
2017-06-01,27677
2017-06-01,39169
2017-06-01,4939
2017-06-01,53164
2017-06-01,24632
2017-06-01,27103
2017-06-01,76201
2017-06-01,1899
2017-06-01,32995
2017-06-01,6704
2017-06-01,52959
2017-06-01,118091
2017-06-01,22138
2017-06-01,2382
2017-06-01,36838
2017-06-01,46023
2017-06-01,14498
2017-06-01,36267
2017-06-01,3975
2017-07-01,31474
2017-07-01,6487
2017-07-01,25714
2017-07-01,14015
2017-07-01,114595
2017-07-01,33811
2017-07-01,14525
2017-07-01,2981
2017-07-01,68
2017-07-01,92822
2017-07-01,35085
2017-07-01,1109
2017-07-01,11871
2017-07-01,108000
2017-07-01,47145
2017-07-01,8801
2017-07-01,13775
2017-07-01,390494
2017-07-01,20454
2017-07-01,5837
2017-07-01,10088
2017-07-01,12900
2017-07-01,33378
2017-07-01,41186
2017-07-01,14388
2017-07-01,32415
2017-07-01,7890
2017-07-01,4266
2017-07-01,8310
2017-07-01,8333
2017-07-01,7034
2017-07-01,10580
2017-07-01,25576
2017-07-01,34784
2017-07-01,4136
2017-07-01,49432
2017-07-01,20738
2017-07-01,23239
2017-07-01,73654
2017-07-01,1646
2017-07-01,26567
2017-07-01,6068
2017-07-01,52643
2017-07-01,98338
2017-07-01,17925
2017-07-01,2275
2017-07-01,36183
2017-07-01,38369
2017-07-01,13970
2017-07-01,32846
2017-07-01,3398
2017-08-01,35038
2017-08-01,6946
2017-08-01,29376
2017-08-01,17517
2017-08-01,130901
2017-08-01,37150
2017-08-01,14019
2017-08-01,3509
2017-08-01,80
2017-08-01,96664
2017-08-01,38830
2017-08-01,1079
2017-08-01,13341
2017-08-01,126921
2017-08-01,47649
2017-08-01,9416
2017-08-01,13097
2017-08-01,394718
2017-08-01,24694
2017-08-01,7751
2017-08-01,11561
2017-08-01,16258
2017-08-01,39255
2017-08-01,46613
2017-08-01,21963
2017-08-01,37449
2017-08-01,9618
2017-08-01,5209
2017-08-01,9035
2017-08-01,9313
2017-08-01,7443
2017-08-01,11690
2017-08-01,28779
2017-08-01,41122
2017-08-01,4874
2017-08-01,51103
2017-08-01,24061
2017-08-01,24904
2017-08-01,79020
2017-08-01,1718
2017-08-01,31663
2017-08-01,6686
2017-08-01,49945
2017-08-01,110946
2017-08-01,22010
2017-08-01,2676
2017-08-01,39114
2017-08-01,42120
2017-08-01,14770
2017-08-01,40924
2017-08-01,4111
2017-09-01,32019
2017-09-01,6303
2017-09-01,28394
2017-09-01,17747
2017-09-01,123506
2017-09-01,35873
2017-09-01,12117
2017-09-01,3502
2017-09-01,61
2017-09-01,77390
2017-09-01,35371
2017-09-01,948
2017-09-01,14938
2017-09-01,116449
2017-09-01,48524
2017-09-01,9975
2017-09-01,12856
2017-09-01,398706
2017-09-01,27821
2017-09-01,8715
2017-09-01,11255
2017-09-01,15460
2017-09-01,36944
2017-09-01,44552
2017-09-01,17491
2017-09-01,37571
2017-09-01,10283
2017-09-01,5345
2017-09-01,9460
2017-09-01,10689
2017-09-01,7165
2017-09-01,12491
2017-09-01,30703
2017-09-01,37325
2017-09-01,5212
2017-09-01,49942
2017-09-01,23371
2017-09-01,27277
2017-09-01,77003
2017-09-01,1799
2017-09-01,25930
2017-09-01,7457
2017-09-01,50945
2017-09-01,128260
2017-09-01,20041
2017-09-01,3084
2017-09-01,36446
2017-09-01,43049
2017-09-01,16723
2017-09-01,37506
2017-09-01,4281
2017-10-01,36619
2017-10-01,8080
2017-10-01,29277
2017-10-01,20327
2017-10-01,119395
2017-10-01,40163
2017-10-01,13201
2017-10-01,3692
2017-10-01,217
2017-10-01,103032
2017-10-01,43293
2017-10-01,1235
2017-10-01,15130
2017-10-01,122798
2017-10-01,55336
2017-10-01,14012
2017-10-01,15018
2017-10-01,401155
2017-10-01,27436
2017-10-01,10328
2017-10-01,13651
2017-10-01,16842
2017-10-01,44262
2017-10-01,55012
2017-10-01,19080
2017-10-01,43987
2017-10-01,11673
2017-10-01,6543
2017-10-01,10198
2017-10-01,10371
2017-10-01,7852
2017-10-01,13543
2017-10-01,32615
2017-10-01,43211
2017-10-01,6209
2017-10-01,56960
2017-10-01,25822
2017-10-01,27786
2017-10-01,87064
2017-10-01,2103
2017-10-01,28996
2017-10-01,9244
2017-10-01,55531
2017-10-01,129869
2017-10-01,19619
2017-10-01,3463
2017-10-01,40293
2017-10-01,48147
2017-10-01,18256
2017-10-01,43183
2017-10-01,4370
2017-11-01,47418
2017-11-01,7527
2017-11-01,34541
2017-11-01,26049
2017-11-01,140695
2017-11-01,51473
2017-11-01,14334
2017-11-01,4577
2017-11-01,365
2017-11-01,123397
2017-11-01,54950
2017-11-01,1171
2017-11-01,15772
2017-11-01,150588
2017-11-01,75879
2017-11-01,17182
2017-11-01,20460
2017-11-01,404508
2017-11-01,35485
2017-11-01,8578
2017-11-01,16266
2017-11-01,17548
2017-11-01,54350
2017-11-01,48087
2017-11-01,28188
2017-11-01,56129
2017-11-01,11107
2017-11-01,8303
2017-11-01,12064
2017-11-01,11627
2017-11-01,9433
2017-11-01,16110
2017-11-01,37306
2017-11-01,51839
2017-11-01,6334
2017-11-01,76732
2017-11-01,38406
2017-11-01,34103
2017-11-01,104479
2017-11-01,2173
2017-11-01,34132
2017-11-01,9908
2017-11-01,74800
2017-11-01,163358
2017-11-01,24359
2017-11-01,3240
2017-11-01,53142
2017-11-01,53072
2017-11-01,24455
2017-11-01,48683
2017-11-01,5665
2017-12-01,56545
2017-12-01,8330
2017-12-01,41559
2017-12-01,29559
2017-12-01,142492
2017-12-01,59800
2017-12-01,15455
2017-12-01,5544
2017-12-01,204
2017-12-01,137355
2017-12-01,64491
2017-12-01,1119
2017-12-01,19750
2017-12-01,163756
2017-12-01,92261
2017-12-01,19236
2017-12-01,23133
2017-12-01,417841
2017-12-01,41735
2017-12-01,9364
2017-12-01,16062
2017-12-01,17941
2017-12-01,45578
2017-12-01,51143
2017-12-01,35528
2017-12-01,62810
2017-12-01,12979
2017-12-01,8953
2017-12-01,13626
2017-12-01,12035
2017-12-01,9341
2017-12-01,18635
2017-12-01,36347
2017-12-01,57209
2017-12-01,6528
2017-12-01,78726
2017-12-01,41245
2017-12-01,38537
2017-12-01,107730
2017-12-01,2269
2017-12-01,38260
2017-12-01,10507
2017-12-01,87983
2017-12-01,181236
2017-12-01,27220
2017-12-01,3759
2017-12-01,60398
2017-12-01,58937
2017-12-01,27273
2017-12-01,47120
2017-12-01,6940
2018-01-01,38477
2018-01-01,4429
2018-01-01,28627
2018-01-01,17483
2018-01-01,119910
2018-01-01,41989
2018-01-01,13775
2018-01-01,3684
2018-01-01,283
2018-01-01,98243
2018-01-01,45591
2018-01-01,1185
2018-01-01,15060
2018-01-01,170007
2018-01-01,83769
2018-01-01,19745
2018-01-01,13782
2018-01-01,402376
2018-01-01,20744
2018-01-01,5850
2018-01-01,12564
2018-01-01,16120
2018-01-01,35895
2018-01-01,50478
2018-01-01,16642
2018-01-01,35204
2018-01-01,7448
2018-01-01,6645
2018-01-01,9952
2018-01-01,8758
2018-01-01,8010
2018-01-01,11783
2018-01-01,26079
2018-01-01,43439
2018-01-01,4388
2018-01-01,52079
2018-01-01,23460
2018-01-01,27037
2018-01-01,78428
2018-01-01,1882
2018-01-01,22311
2018-01-01,6556
2018-01-01,55251
2018-01-01,123042
2018-01-01,21187
2018-01-01,2268
2018-01-01,35206
2018-01-01,51432
2018-01-01,15102
2018-01-01,36791
2018-01-01,3971
2018-02-01,45171
2018-02-01,5392
2018-02-01,36281
2018-02-01,24266
2018-02-01,107649
2018-02-01,47221
2018-02-01,15617
2018-02-01,4651
2018-02-01,217
2018-02-01,119561
2018-02-01,57838
2018-02-01,1074
2018-02-01,20359
2018-02-01,185288
2018-02-01,81904
2018-02-01,17387
2018-02-01,18016
2018-02-01,417418
2018-02-01,26449
2018-02-01,7816
2018-02-01,13245
2018-02-01,16463
2018-02-01,44706
2018-02-01,49636
2018-02-01,25182
2018-02-01,49381
2018-02-01,9983
2018-02-01,7585
2018-02-01,12407
2018-02-01,11486
2018-02-01,8459
2018-02-01,15891
2018-02-01,31129
2018-02-01,53082
2018-02-01,5116
2018-02-01,73240
2018-02-01,31763
2018-02-01,32397
2018-02-01,98075
2018-02-01,2646
2018-02-01,28968
2018-02-01,8086
2018-02-01,66667
2018-02-01,155942
2018-02-01,22632
2018-02-01,3870
2018-02-01,47385
