date,state,gtrend,totals,urban_pop_percent,rural_pop_percent,year,population,percent_in_poverty,Median income,Standard error,partisan_index_dem,partisan_index_rep,month,percent_of_unemployed_poulation
2014-05-01,Virginia,29.82456140350877,27385,74.3,25.7,2014,8325118,11.8,83050,3698,NA,NA,5,5.2
2014-05-01,Washington,38.59649122807017,37636,84.1,15.9,2014,7061530,13.2,74150,2755,0.5449869456228061,0.4550130649958962,5,6
2014-05-01,West Virginia,42.592592592592595,14682,48.7,51.3,2014,1842700,18.3,49650,2755,0.42800587891739095,0.571994119398574,5,6.5
2014-05-01,Wisconsin,37.03703703703704,22493,70.2,29.8,2014,5757564,13.2,72910,2704,0.5146326275880254,0.48536736662277186,5,5.5
2014-05-01,Wyoming,61.111111111111114,5187,64.8,35.2,2014,584079,11.2,69910,2535,0.24720229168411528,0.7527977126136826,5,4.4
2014-06-01,Alabama,40.29850746268657,41709,59,41,2014,4843737,19.2,53070,1919,0.279038263704656,0.7209617282232857,6,6.9
2014-06-01,Alaska,67.16417910447761,6005,66,34,2014,737075,11.4,84900,3958,NA,NA,6,6.8
2014-06-01,Arizona,44.776119402985074,22049,89.8,10.2,2014,6732873,18.2,61830,2892,0.46373304631621337,0.5362669569335139,6,6.8
2014-06-01,Arkansas,46.268656716417915,14177,56.2,43.8,2014,2968759,18.7,56390,3196,0.4841589764634567,0.5158410259851879,6,5.9
2014-06-01,California,30.48780487804878,102639,95,5,2014,38586706,16.4,75930,1122,0.5941806004850009,0.4058193880108184,6,7.6
2014-06-01,Colorado,42.68292682926829,26802,86.2,13.8,2014,5352637,12.1,76500,3030,0.521957135988319,0.47804285716381917,6,5
2014-06-01,Connecticut,28.048780487804876,13270,88,12,2014,3595697,10.8,88080,3346,0.6011434550453569,0.39885653277872574,6,6.6
2014-06-01,Delaware,34.146341463414636,2928,83.3,16.7,2014,933131,13,72210,3728,0.5990845703369344,0.4009154324061139,6,5.7
2014-06-01,District of Columbia,32.63157894736842,23,100,0,2014,663603,18.4,85710,5526,NA,NA,6,7.8
2014-06-01,Florida,34.73684210526316,70597,91.2,8.8,2014,19853880,16.6,57920,1193,0.49983744903900995,0.5001625461655986,6,6.5
2014-06-01,Georgia,33.68421052631579,30386,75.1,24.9,2014,10071204,18.4,62210,2522,0.4609945353643328,0.5390054644753739,6,7.3
2014-06-01,Hawaii,30.52631578947368,1210,91.9,8.1,2014,1415335,11.5,89410,3359,0.7187014507378049,0.281298529034716,6,4.3
2014-06-01,Idaho,56.33802816901408,9745,70.6,29.4,2014,1632248,14.8,67080,3229,0.3516265719055692,0.6483734381970468,6,4
2014-06-01,Illinois,28.16901408450704,112407,88.5,11.5,2014,12885092,14.3,68940,2040,NA,NA,6,7.2
2014-06-01,Indiana,49.29577464788732,30807,72.4,27.6,2014,6596019,15.2,60330,2439,0.47027985974223874,0.529720134403514,6,6
2014-06-01,Iowa,39.436619718309856,8569,64,36,2014,3110643,12.3,72570,4300,0.47412394312219125,0.5258760592383375,6,4.3
2014-06-01,Kansas,39.24050632911393,10053,71.4,28.6,2014,2901861,13.5,67090,3594,0.39078829422635863,0.6092116983479879,6,4.5
2014-06-01,Kentucky,45.56962025316456,214382,58.4,41.6,2014,4416992,19,53710,1983,0.4206503506830783,0.5793496546773533,6,6.5
2014-06-01,Louisiana,44.30379746835443,18906,73,27,2014,4645938,19.9,53230,2337,0.4314229476729653,0.5685770512932842,6,6.2
2014-06-01,Maine,44.30379746835443,4783,38.7,61.3,2014,1331217,14,64910,2725,0.45136229514500126,0.5486377071272176,6,5.6
2014-06-01,Maryland,27.272727272727273,7320,87.2,12.8,2014,5960064,10.4,95610,5363,0.6240609620469975,0.375939046571848,6,5.8
2014-06-01,Massachusetts,28.282828282828284,13474,92,8,2014,6764864,11.7,79280,3342,0.62338889544126,0.3766110898742586,6,5.8
2014-06-01,Michigan,45.45454545454546,28148,74.6,25.4,2014,9932033,16.2,65280,1505,0.5651466972186159,0.4348532970751793,6,7.4
2014-06-01,Minnesota,31.313131313131315,35400,73.3,26.7,2014,5452665,11.4,84410,4026,0.5465345040303182,0.45346550075913655,6,4.2
2014-06-01,Mississippi,38.23529411764706,11455,51.2,48.8,2014,2991892,21.9,44590,1624,0.377537711558911,0.6224622903321644,6,7.7
2014-06-01,Missouri,41.1764705882353,30079,70.5,29.5,2014,6059130,15.5,71090,3804,0.4431300712444015,0.5568699218002743,6,6.2
2014-06-01,Montana,51.47058823529412,8454,55.9,44.1,2014,1022657,15.2,64150,2232,0.490471464607668,0.5095285353552239,6,4.6
2014-06-01,Nebraska,36.76470588235294,3550,73.1,26.9,2014,1875311,12.3,71390,2830,0.38142257998991913,0.618577409630183,6,3.3
2014-06-01,Nevada,51.31578947368421,9000,94.2,5.8,2014,2831484,15.4,62610,2305,0.5354268778279132,0.4645731047746887,6,8.2
2014-06-01,New Hampshire,40.78947368421053,8534,60.3,39.7,2014,1325715,9.2,92140,4084,0.4910806295983778,0.5089193701073839,6,4.3
2014-06-01,New Jersey,25,6649,94.7,5.3,2014,8912395,11.1,81900,3381,0.5774248163876373,0.42257518600736155,6,6.6
2014-06-01,New Mexico,50,9546,77.4,22.6,2014,2092742,20.6,58610,4158,0.5553094877315691,0.4446905097709747,6,6.6
2014-06-01,New York,19.51219512195122,23810,91.9,8.1,2014,19651031,16,68180,2236,0.6234467528202999,0.3765532448202019,6,6.3
2014-06-01,North Carolina,36.58536585365854,32577,66.1,33.9,2014,9903780,17.2,58730,2147,0.48573278250431395,0.5142672198987635,6,6.2
2014-06-01,North Dakota,42.68292682926829,4224,59.9,40.1,2014,739482,11.1,76240,3939,0.38119648637191694,0.6188035103564176,6,2.6
2014-06-01,Ohio,36.58536585365854,35267,77.9,22.1,2014,11599381,15.8,62320,1749,0.48038353296054703,0.5196164631972012,6,5.8
2014-06-01,Oklahoma,47.142857142857146,21797,66.2,33.8,2014,3878051,16.6,59250,3484,0.32268553103407355,0.6773144744641607,6,4.3
2014-06-01,Oregon,27.142857142857142,16461,81,19,2014,3930065,16.4,73910,3764,0.5685798632471881,0.43142013782490546,6,6.7
2014-06-01,Pennsylvania,34.285714285714285,56296,78.7,21.3,2014,12787209,13.6,69260,2845,0.5187991240694756,0.48120086888519636,6,6
2014-06-01,Rhode Island,32.85714285714286,1251,96,4,2014,1056291,14.8,73600,5023,0.6399426941996217,0.36005729871487996,6,7.8
2014-06-01,South Carolina,40.78947368421053,19781,66.3,33.7,2014,4850782,17.9,56400,2817,0.4053021969712686,0.5946978034457028,6,6.2
2014-06-01,South Dakota,44.736842105263165,4781,56.7,43.3,2014,853175,14.1,66600,4446,0.43737853707353774,0.562621457336382,6,3.3
2014-06-01,Tennessee,43.42105263157895,32665,69.1,30.9,2014,6528629,18.2,54880,2920,0.3530319290391111,0.6469680718173701,6,6.6
2014-06-01,Texas,40.78947368421053,91133,84.7,15.3,2014,26956958,17.2,67630,1687,0.4072342441739757,0.5927657627754563,6,5.2
2014-06-01,Utah,63.1578947368421,23271,90.6,9.4,2014,2984922,11.8,79570,4056,0.34268504102371106,0.657314938805141,6,3.6
2014-06-01,Vermont,42.10526315789473,1736,33.3,66.7,2014,627180,12,76210,3889,0.6810925597460211,0.31890743723378095,6,3.9
2014-06-01,Virginia,29.82456140350877,26351,74.3,25.7,2014,8325118,11.8,83050,3698,NA,NA,6,5.1
2014-06-01,Washington,40.35087719298245,32647,84.1,15.9,2014,7061530,13.2,74150,2755,0.5449869456228061,0.4550130649958962,6,5.9
2014-06-01,West Virginia,50,12646,48.7,51.3,2014,1842700,18.3,49650,2755,0.42800587891739095,0.571994119398574,6,6.5
2014-06-01,Wisconsin,33.333333333333336,19302,70.2,29.8,2014,5757564,13.2,72910,2704,0.5146326275880254,0.48536736662277186,6,5.4
2014-06-01,Wyoming,68.51851851851852,4644,64.8,35.2,2014,584079,11.2,69910,2535,0.24720229168411528,0.7527977126136826,6,4.4
2014-07-01,Alabama,41.791044776119406,43600,59,41,2014,4843737,19.2,53070,1919,0.279038263704656,0.7209617282232857,7,6.8
2014-07-01,Alaska,64.17910447761194,6035,66,34,2014,737075,11.4,84900,3958,NA,NA,7,6.8
2014-07-01,Arizona,44.776119402985074,21193,89.8,10.2,2014,6732873,18.2,61830,2892,0.46373304631621337,0.5362669569335139,7,6.8
2014-07-01,Arkansas,44.776119402985074,13484,56.2,43.8,2014,2968759,18.7,56390,3196,0.4841589764634567,0.5158410259851879,7,5.8
2014-07-01,California,30.48780487804878,104309,95,5,2014,38586706,16.4,75930,1122,0.5941806004850009,0.4058193880108184,7,7.5
2014-07-01,Colorado,50,29247,86.2,13.8,2014,5352637,12.1,76500,3030,0.521957135988319,0.47804285716381917,7,4.8
2014-07-01,Connecticut,28.048780487804876,12620,88,12,2014,3595697,10.8,88080,3346,0.6011434550453569,0.39885653277872574,7,6.6
2014-07-01,Delaware,35.36585365853659,2960,83.3,16.7,2014,933131,13,72210,3728,0.5990845703369344,0.4009154324061139,7,5.6
2014-07-01,District of Columbia,36.84210526315789,49,100,0,2014,663603,18.4,85710,5526,NA,NA,7,7.7
2014-07-01,Florida,35.78947368421053,70230,91.2,8.8,2014,19853880,16.6,57920,1193,0.49983744903900995,0.5001625461655986,7,6.4
2014-07-01,Georgia,41.05263157894736,32987,75.1,24.9,2014,10071204,18.4,62210,2522,0.4609945353643328,0.5390054644753739,7,7.2
2014-07-01,Hawaii,28.421052631578945,1291,91.9,8.1,2014,1415335,11.5,89410,3359,0.7187014507378049,0.281298529034716,7,4.2
2014-07-01,Idaho,54.92957746478873,8251,70.6,29.4,2014,1632248,14.8,67080,3229,0.3516265719055692,0.6483734381970468,7,4
2014-07-01,Illinois,26.76056338028169,86596,88.5,11.5,2014,12885092,14.3,68940,2040,NA,NA,7,7
2014-07-01,Indiana,49.29577464788732,31816,72.4,27.6,2014,6596019,15.2,60330,2439,0.47027985974223874,0.529720134403514,7,5.9
2014-07-01,Iowa,36.61971830985915,7575,64,36,2014,3110643,12.3,72570,4300,0.47412394312219125,0.5258760592383375,7,4.3
2014-07-01,Kansas,37.9746835443038,10381,71.4,28.6,2014,2901861,13.5,67090,3594,0.39078829422635863,0.6092116983479879,7,4.5
2014-07-01,Kentucky,46.83544303797469,248979,58.4,41.6,2014,4416992,19,53710,1983,0.4206503506830783,0.5793496546773533,7,6.3
2014-07-01,Louisiana,46.83544303797469,17996,73,27,2014,4645938,19.9,53230,2337,0.4314229476729653,0.5685770512932842,7,6.4
2014-07-01,Maine,39.24050632911393,4923,38.7,61.3,2014,1331217,14,64910,2725,0.45136229514500126,0.5486377071272176,7,5.5
2014-07-01,Maryland,30.303030303030305,6878,87.2,12.8,2014,5960064,10.4,95610,5363,0.6240609620469975,0.375939046571848,7,5.8
2014-07-01,Massachusetts,29.292929292929298,12638,92,8,2014,6764864,11.7,79280,3342,0.62338889544126,0.3766110898742586,7,5.7
2014-07-01,Michigan,35.35353535353536,29119,74.6,25.4,2014,9932033,16.2,65280,1505,0.5651466972186159,0.4348532970751793,7,7.2
2014-07-01,Minnesota,33.333333333333336,33483,73.3,26.7,2014,5452665,11.4,84410,4026,0.5465345040303182,0.45346550075913655,7,4.1
2014-07-01,Mississippi,41.1764705882353,11995,51.2,48.8,2014,2991892,21.9,44590,1624,0.377537711558911,0.6224622903321644,7,7.6
2014-07-01,Missouri,44.117647058823536,30494,70.5,29.5,2014,6059130,15.5,71090,3804,0.4431300712444015,0.5568699218002743,7,6.1
2014-07-01,Montana,52.94117647058824,7798,55.9,44.1,2014,1022657,15.2,64150,2232,0.490471464607668,0.5095285353552239,7,4.6
2014-07-01,Nebraska,38.23529411764706,3704,73.1,26.9,2014,1875311,12.3,71390,2830,0.38142257998991913,0.618577409630183,7,3.2
2014-07-01,Nevada,52.631578947368425,8108,94.2,5.8,2014,2831484,15.4,62610,2305,0.5354268778279132,0.4645731047746887,7,8.1
2014-07-01,New Hampshire,40.78947368421053,8374,60.3,39.7,2014,1325715,9.2,92140,4084,0.4910806295983778,0.5089193701073839,7,4.3
2014-07-01,New Jersey,23.68421052631579,6792,94.7,5.3,2014,8912395,11.1,81900,3381,0.5774248163876373,0.42257518600736155,7,6.6
2014-07-01,New Mexico,43.42105263157895,9168,77.4,22.6,2014,2092742,20.6,58610,4158,0.5553094877315691,0.4446905097709747,7,6.5
2014-07-01,New York,18.29268292682927,27126,91.9,8.1,2014,19651031,16,68180,2236,0.6234467528202999,0.3765532448202019,7,6.2
2014-07-01,North Carolina,41.46341463414634,31117,66.1,33.9,2014,9903780,17.2,58730,2147,0.48573278250431395,0.5142672198987635,7,6.1
2014-07-01,North Dakota,46.34146341463415,4382,59.9,40.1,2014,739482,11.1,76240,3939,0.38119648637191694,0.6188035103564176,7,2.7
2014-07-01,Ohio,37.80487804878049,37889,77.9,22.1,2014,11599381,15.8,62320,1749,0.48038353296054703,0.5196164631972012,7,5.7
2014-07-01,Oklahoma,52.85714285714286,21917,66.2,33.8,2014,3878051,16.6,59250,3484,0.32268553103407355,0.6773144744641607,7,4.3
2014-07-01,Oregon,25.714285714285715,14896,81,19,2014,3930065,16.4,73910,3764,0.5685798632471881,0.43142013782490546,7,6.6
2014-07-01,Pennsylvania,32.85714285714286,59582,78.7,21.3,2014,12787209,13.6,69260,2845,0.5187991240694756,0.48120086888519636,7,5.9
2014-07-01,Rhode Island,27.142857142857142,1374,96,4,2014,1056291,14.8,73600,5023,0.6399426941996217,0.36005729871487996,7,7.6
2014-07-01,South Carolina,42.10526315789474,19093,66.3,33.7,2014,4850782,17.9,56400,2817,0.4053021969712686,0.5946978034457028,7,6.4
2014-07-01,South Dakota,40.78947368421053,4984,56.7,43.3,2014,853175,14.1,66600,4446,0.43737853707353774,0.562621457336382,7,3.3
2014-07-01,Tennessee,47.36842105263158,34494,69.1,30.9,2014,6528629,18.2,54880,2920,0.3530319290391111,0.6469680718173701,7,6.6
2014-07-01,Texas,43.42105263157895,94876,84.7,15.3,2014,26956958,17.2,67630,1687,0.4072342441739757,0.5927657627754563,7,5.2
2014-07-01,Utah,61.40350877192982,19385,90.6,9.4,2014,2984922,11.8,79570,4056,0.34268504102371106,0.657314938805141,7,3.6
2014-07-01,Vermont,42.10526315789473,1868,33.3,66.7,2014,627180,12,76210,3889,0.6810925597460211,0.31890743723378095,7,3.9
2014-07-01,Virginia,24.561403508771928,28031,74.3,25.7,2014,8325118,11.8,83050,3698,NA,NA,7,5.1
2014-07-01,Washington,36.84210526315789,31164,84.1,15.9,2014,7061530,13.2,74150,2755,0.5449869456228061,0.4550130649958962,7,5.9
2014-07-01,West Virginia,50,13298,48.7,51.3,2014,1842700,18.3,49650,2755,0.42800587891739095,0.571994119398574,7,6.4
2014-07-01,Wisconsin,35.18518518518518,19541,70.2,29.8,2014,5757564,13.2,72910,2704,0.5146326275880254,0.48536736662277186,7,5.3
2014-07-01,Wyoming,64.81481481481481,4205,64.8,35.2,2014,584079,11.2,69910,2535,0.24720229168411528,0.7527977126136826,7,4.4
2014-08-01,Alabama,43.28358208955224,45465,59,41,2014,4843737,19.2,53070,1919,0.279038263704656,0.7209617282232857,8,6.7
2014-08-01,Alaska,71.64179104477613,7816,66,34,2014,737075,11.4,84900,3958,NA,NA,8,6.8
2014-08-01,Arizona,49.25373134328358,26519,89.8,10.2,2014,6732873,18.2,61830,2892,0.46373304631621337,0.5362669569335139,8,6.7
2014-08-01,Arkansas,44.776119402985074,15895,56.2,43.8,2014,2968759,18.7,56390,3196,0.4841589764634567,0.5158410259851879,8,5.7
2014-08-01,California,29.268292682926827,119570,95,5,2014,38586706,16.4,75930,1122,0.5941806004850009,0.4058193880108184,8,7.4
2014-08-01,Colorado,41.46341463414634,32230,86.2,13.8,2014,5352637,12.1,76500,3030,0.521957135988319,0.47804285716381917,8,4.6
2014-08-01,Connecticut,28.048780487804876,16479,88,12,2014,3595697,10.8,88080,3346,0.6011434550453569,0.39885653277872574,8,6.5
2014-08-01,Delaware,36.58536585365854,3415,83.3,16.7,2014,933131,13,72210,3728,0.5990845703369344,0.4009154324061139,8,5.5
2014-08-01,District of Columbia,33.68421052631579,47,100,0,2014,663603,18.4,85710,5526,NA,NA,8,7.7
2014-08-01,Florida,36.84210526315789,75868,91.2,8.8,2014,19853880,16.6,57920,1193,0.49983744903900995,0.5001625461655986,8,6.3
2014-08-01,Georgia,42.10526315789473,35344,75.1,24.9,2014,10071204,18.4,62210,2522,0.4609945353643328,0.5390054644753739,8,7.1
2014-08-01,Hawaii,29.473684210526315,1130,91.9,8.1,2014,1415335,11.5,89410,3359,0.7187014507378049,0.281298529034716,8,4.1
2014-08-01,Idaho,52.112676056338024,10295,70.6,29.4,2014,1632248,14.8,67080,3229,0.3516265719055692,0.6483734381970468,8,4.1
2014-08-01,Illinois,29.577464788732392,91721,88.5,11.5,2014,12885092,14.3,68940,2040,NA,NA,8,6.8
2014-08-01,Indiana,50.70422535211267,37077,72.4,27.6,2014,6596019,15.2,60330,2439,0.47027985974223874,0.529720134403514,8,5.8
2014-08-01,Iowa,43.66197183098591,7923,64,36,2014,3110643,12.3,72570,4300,0.47412394312219125,0.5258760592383375,8,4.2
2014-08-01,Kansas,37.9746835443038,11796,71.4,28.6,2014,2901861,13.5,67090,3594,0.39078829422635863,0.6092116983479879,8,4.4
2014-08-01,Kentucky,49.36708860759494,232853,58.4,41.6,2014,4416992,19,53710,1983,0.4206503506830783,0.5793496546773533,8,6.1
2014-08-01,Louisiana,48.10126582278481,24409,73,27,2014,4645938,19.9,53230,2337,0.4314229476729653,0.5685770512932842,8,6.6
2014-08-01,Maine,37.9746835443038,6313,38.7,61.3,2014,1331217,14,64910,2725,0.45136229514500126,0.5486377071272176,8,5.4
2014-08-01,Maryland,31.313131313131315,8265,87.2,12.8,2014,5960064,10.4,95610,5363,0.6240609620469975,0.375939046571848,8,5.7
2014-08-01,Massachusetts,30.303030303030305,13949,92,8,2014,6764864,11.7,79280,3342,0.62338889544126,0.3766110898742586,8,5.7
2014-08-01,Michigan,36.36363636363637,32189,74.6,25.4,2014,9932033,16.2,65280,1505,0.5651466972186159,0.4348532970751793,8,7
2014-08-01,Minnesota,37.37373737373738,37674,73.3,26.7,2014,5452665,11.4,84410,4026,0.5465345040303182,0.45346550075913655,8,4.1
2014-08-01,Mississippi,51.47058823529412,15732,51.2,48.8,2014,2991892,21.9,44590,1624,0.377537711558911,0.6224622903321644,8,7.5
2014-08-01,Missouri,45.58823529411765,40886,70.5,29.5,2014,6059130,15.5,71090,3804,0.4431300712444015,0.5568699218002743,8,6
2014-08-01,Montana,60.294117647058826,9986,55.9,44.1,2014,1022657,15.2,64150,2232,0.490471464607668,0.5095285353552239,8,4.6
2014-08-01,Nebraska,41.1764705882353,4763,73.1,26.9,2014,1875311,12.3,71390,2830,0.38142257998991913,0.618577409630183,8,3.1
2014-08-01,Nevada,51.31578947368421,8780,94.2,5.8,2014,2831484,15.4,62610,2305,0.5354268778279132,0.4645731047746887,8,8
2014-08-01,New Hampshire,48.684210526315795,9688,60.3,39.7,2014,1325715,9.2,92140,4084,0.4910806295983778,0.5089193701073839,8,4.2
2014-08-01,New Jersey,26.315789473684212,6828,94.7,5.3,2014,8912395,11.1,81900,3381,0.5774248163876373,0.42257518600736155,8,6.5
2014-08-01,New Mexico,47.36842105263158,10816,77.4,22.6,2014,2092742,20.6,58610,4158,0.5553094877315691,0.4446905097709747,8,6.5
2014-08-01,New York,19.51219512195122,27139,91.9,8.1,2014,19651031,16,68180,2236,0.6234467528202999,0.3765532448202019,8,6.1
2014-08-01,North Carolina,40.24390243902439,35184,66.1,33.9,2014,9903780,17.2,58730,2147,0.48573278250431395,0.5142672198987635,8,6.1
2014-08-01,North Dakota,50,5239,59.9,40.1,2014,739482,11.1,76240,3939,0.38119648637191694,0.6188035103564176,8,2.7
2014-08-01,Ohio,37.80487804878049,42044,77.9,22.1,2014,11599381,15.8,62320,1749,0.48038353296054703,0.5196164631972012,8,5.6
2014-08-01,Oklahoma,51.42857142857143,25875,66.2,33.8,2014,3878051,16.6,59250,3484,0.32268553103407355,0.6773144744641607,8,4.2
2014-08-01,Oregon,25.714285714285715,16665,81,19,2014,3930065,16.4,73910,3764,0.5685798632471881,0.43142013782490546,8,6.5
2014-08-01,Pennsylvania,38.57142857142857,67743,78.7,21.3,2014,12787209,13.6,69260,2845,0.5187991240694756,0.48120086888519636,8,5.8
2014-08-01,Rhode Island,31.42857142857143,1617,96,4,2014,1056291,14.8,73600,5023,0.6399426941996217,0.36005729871487996,8,7.5
2014-08-01,South Carolina,42.10526315789474,22184,66.3,33.7,2014,4850782,17.9,56400,2817,0.4053021969712686,0.5946978034457028,8,6.5
2014-08-01,South Dakota,34.21052631578948,6261,56.7,43.3,2014,853175,14.1,66600,4446,0.43737853707353774,0.562621457336382,8,3.3
2014-08-01,Tennessee,43.42105263157895,39800,69.1,30.9,2014,6528629,18.2,54880,2920,0.3530319290391111,0.6469680718173701,8,6.5
2014-08-01,Texas,46.05263157894737,115497,84.7,15.3,2014,26956958,17.2,67630,1687,0.4072342441739757,0.5927657627754563,8,5.1
2014-08-01,Utah,64.91228070175438,19335,90.6,9.4,2014,2984922,11.8,79570,4056,0.34268504102371106,0.657314938805141,8,3.6
2014-08-01,Vermont,42.10526315789473,2280,33.3,66.7,2014,627180,12,76210,3889,0.6810925597460211,0.31890743723378095,8,3.9
2014-08-01,Virginia,22.807017543859647,30501,74.3,25.7,2014,8325118,11.8,83050,3698,NA,NA,8,5
2014-08-01,Washington,36.84210526315789,32674,84.1,15.9,2014,7061530,13.2,74150,2755,0.5449869456228061,0.4550130649958962,8,5.9
2014-08-01,West Virginia,51.851851851851855,15799,48.7,51.3,2014,1842700,18.3,49650,2755,0.42800587891739095,0.571994119398574,8,6.4
2014-08-01,Wisconsin,38.888888888888886,24467,70.2,29.8,2014,5757564,13.2,72910,2704,0.5146326275880254,0.48536736662277186,8,5.2
2014-08-01,Wyoming,77.77777777777777,4637,64.8,35.2,2014,584079,11.2,69910,2535,0.24720229168411528,0.7527977126136826,8,4.4
2014-09-01,Alabama,43.28358208955224,45081,59,41,2014,4843737,19.2,53070,1919,0.279038263704656,0.7209617282232857,9,6.6
2014-09-01,Alaska,65.67164179104478,6625,66,34,2014,737075,11.4,84900,3958,NA,NA,9,6.7
2014-09-01,Arizona,46.268656716417915,23538,89.8,10.2,2014,6732873,18.2,61830,2892,0.46373304631621337,0.5362669569335139,9,6.7
2014-09-01,Arkansas,44.776119402985074,17053,56.2,43.8,2014,2968759,18.7,56390,3196,0.4841589764634567,0.5158410259851879,9,5.7
2014-09-01,California,29.268292682926827,118856,95,5,2014,38586706,16.4,75930,1122,0.5941806004850009,0.4058193880108184,9,7.3
2014-09-01,Colorado,40.24390243902439,30504,86.2,13.8,2014,5352637,12.1,76500,3030,0.521957135988319,0.47804285716381917,9,4.4
2014-09-01,Connecticut,29.268292682926827,22160,88,12,2014,3595697,10.8,88080,3346,0.6011434550453569,0.39885653277872574,9,6.4
2014-09-01,Delaware,34.146341463414636,3289,83.3,16.7,2014,933131,13,72210,3728,0.5990845703369344,0.4009154324061139,9,5.4
2014-09-01,District of Columbia,32.63157894736842,48,100,0,2014,663603,18.4,85710,5526,NA,NA,9,7.6
2014-09-01,Florida,35.78947368421053,77573,91.2,8.8,2014,19853880,16.6,57920,1193,0.49983744903900995,0.5001625461655986,9,6.2
2014-09-01,Georgia,37.89473684210526,35423,75.1,24.9,2014,10071204,18.4,62210,2522,0.4609945353643328,0.5390054644753739,9,7
2014-09-01,Hawaii,27.36842105263158,1153,91.9,8.1,2014,1415335,11.5,89410,3359,0.7187014507378049,0.281298529034716,9,4.1
2014-09-01,Idaho,49.29577464788732,11211,70.6,29.4,2014,1632248,14.8,67080,3229,0.3516265719055692,0.6483734381970468,9,4
2014-09-01,Illinois,28.16901408450704,117143,88.5,11.5,2014,12885092,14.3,68940,2040,NA,NA,9,6.6
2014-09-01,Indiana,49.29577464788732,34547,72.4,27.6,2014,6596019,15.2,60330,2439,0.47027985974223874,0.529720134403514,9,5.8
2014-09-01,Iowa,39.436619718309856,8494,64,36,2014,3110643,12.3,72570,4300,0.47412394312219125,0.5258760592383375,9,4.2
2014-09-01,Kansas,36.708860759493675,12558,71.4,28.6,2014,2901861,13.5,67090,3594,0.39078829422635863,0.6092116983479879,9,4.4
2014-09-01,Kentucky,51.898734177215204,80383,58.4,41.6,2014,4416992,19,53710,1983,0.4206503506830783,0.5793496546773533,9,5.9
2014-09-01,Louisiana,45.56962025316456,31703,73,27,2014,4645938,19.9,53230,2337,0.4314229476729653,0.5685770512932842,9,6.7
2014-09-01,Maine,43.037974683544306,7667,38.7,61.3,2014,1331217,14,64910,2725,0.45136229514500126,0.5486377071272176,9,5.3
2014-09-01,Maryland,28.282828282828284,8480,87.2,12.8,2014,5960064,10.4,95610,5363,0.6240609620469975,0.375939046571848,9,5.6
2014-09-01,Massachusetts,28.282828282828284,12394,92,8,2014,6764864,11.7,79280,3342,0.62338889544126,0.3766110898742586,9,5.6
2014-09-01,Michigan,36.36363636363637,37179,74.6,25.4,2014,9932033,16.2,65280,1505,0.5651466972186159,0.4348532970751793,9,6.8
2014-09-01,Minnesota,36.36363636363637,41988,73.3,26.7,2014,5452665,11.4,84410,4026,0.5465345040303182,0.45346550075913655,9,4
2014-09-01,Mississippi,48.52941176470589,20332,51.2,48.8,2014,2991892,21.9,44590,1624,0.377537711558911,0.6224622903321644,9,7.4
2014-09-01,Missouri,42.64705882352941,39077,70.5,29.5,2014,6059130,15.5,71090,3804,0.4431300712444015,0.5568699218002743,9,5.9
2014-09-01,Montana,52.94117647058824,10880,55.9,44.1,2014,1022657,15.2,64150,2232,0.490471464607668,0.5095285353552239,9,4.6
2014-09-01,Nebraska,39.70588235294118,5577,73.1,26.9,2014,1875311,12.3,71390,2830,0.38142257998991913,0.618577409630183,9,3.1
2014-09-01,Nevada,46.05263157894737,8630,94.2,5.8,2014,2831484,15.4,62610,2305,0.5354268778279132,0.4645731047746887,9,7.9
2014-09-01,New Hampshire,38.15789473684211,9668,60.3,39.7,2014,1325715,9.2,92140,4084,0.4910806295983778,0.5089193701073839,9,4.1
2014-09-01,New Jersey,23.68421052631579,6470,94.7,5.3,2014,8912395,11.1,81900,3381,0.5774248163876373,0.42257518600736155,9,6.5
2014-09-01,New Mexico,44.736842105263165,10973,77.4,22.6,2014,2092742,20.6,58610,4158,0.5553094877315691,0.4446905097709747,9,6.5
2014-09-01,New York,17.073170731707318,28575,91.9,8.1,2014,19651031,16,68180,2236,0.6234467528202999,0.3765532448202019,9,6
2014-09-01,North Carolina,40.24390243902439,35405,66.1,33.9,2014,9903780,17.2,58730,2147,0.48573278250431395,0.5142672198987635,9,6
2014-09-01,North Dakota,51.21951219512195,5914,59.9,40.1,2014,739482,11.1,76240,3939,0.38119648637191694,0.6188035103564176,9,2.7
2014-09-01,Ohio,36.58536585365854,42944,77.9,22.1,2014,11599381,15.8,62320,1749,0.48038353296054703,0.5196164631972012,9,5.5
2014-09-01,Oklahoma,47.142857142857146,25886,66.2,33.8,2014,3878051,16.6,59250,3484,0.32268553103407355,0.6773144744641607,9,4.1
2014-09-01,Oregon,22.857142857142858,19544,81,19,2014,3930065,16.4,73910,3764,0.5685798632471881,0.43142013782490546,9,6.4
2014-09-01,Pennsylvania,32.85714285714286,71450,78.7,21.3,2014,12787209,13.6,69260,2845,0.5187991240694756,0.48120086888519636,9,5.7
2014-09-01,Rhode Island,30,1570,96,4,2014,1056291,14.8,73600,5023,0.6399426941996217,0.36005729871487996,9,7.3
2014-09-01,South Carolina,40.78947368421053,20378,66.3,33.7,2014,4850782,17.9,56400,2817,0.4053021969712686,0.5946978034457028,9,6.6
