date,state,gtrend,totals,urban_pop_percent,rural_pop_percent,year,population,percent_in_poverty,Median income,Standard error,partisan_index_dem,partisan_index_rep,month,percent_of_unemployed_poulation
2018-03-01,Indiana,36.61971830985915,121376,72.4,27.6,2018,6698481,13,71850,2396,0.4605074546473655,0.539492543293157,3,3.3
2018-03-01,Iowa,29.577464788732392,21697,64,36,2018,3149900,11.2,82430,3491,NA,NA,3,2.7
2018-03-01,Kansas,29.113924050632914,18772,71.4,28.6,2018,2912748,11.9,76700,2432,NA,NA,3,3.4
2018-03-01,Kentucky,29.113924050632914,421247,58.4,41.6,2018,4464273,16.7,65440,4400,NA,NA,3,4.2
2018-03-01,Louisiana,21.518987341772153,31519,73,27,2018,4664450,18.7,59950,2104,NA,NA,3,4.8
2018-03-01,Maine,36.708860759493675,10684,38.7,61.3,2018,1340123,11.6,70370,6817,0.2329249010225424,0.76707510781947,3,3
2018-03-01,Maryland,23.232323232323235,17841,87.2,12.8,2018,6042153,9.1,103400,3996,0.6795866050495849,0.32041339435327265,3,4
2018-03-01,Massachusetts,24.24242424242424,22326,92,8,2018,6885720,10,103600,3341,0.6251091130423806,0.37489090271420583,3,3.6
2018-03-01,Michigan,24.24242424242424,59589,74.6,25.4,2018,9987286,14,72510,2286,0.5337837454288518,0.4662162558979926,3,4.3
2018-03-01,Minnesota,28.282828282828284,72268,73.3,26.7,2018,5608762,9.6,86150,4386,0.5903965050828458,0.4096034960818504,3,3
2018-03-01,Mississippi,25,27387,51.2,48.8,2018,2982879,19.8,51320,2764,0.4123271441679992,0.5876728586266269,3,4.9
2018-03-01,Missouri,32.352941176470594,58076,70.5,29.5,2018,6125986,13.2,74050,2929,0.4490120028202175,0.5509879950752445,3,3.4
2018-03-01,Montana,38.23529411764706,13402,55.9,44.1,2018,1061818,12.9,69190,3450,0.5176724009855039,0.4823276114548697,3,3.8
2018-03-01,Nebraska,26.47058823529412,9048,73.1,26.9,2018,1932546,11,81060,4718,0.40030542131112823,0.5996945775036788,3,2.9
2018-03-01,Nevada,30.26315789473684,14322,94.2,5.8,2018,3104614,13.1,74210,2538,0.5258139980616716,0.4741859889977832,3,4.6
2018-03-01,New Hampshire,35.526315789473685,14184,60.3,39.7,2018,1340588,7.6,97580,4071,NA,NA,3,2.7
2018-03-01,New Jersey,18.42105263157895,10195,94.7,5.3,2018,9005644,9.5,88980,3413,0.5571920870110938,0.4428079123696463,3,4.3
2018-03-01,New Mexico,39.473684210526315,18357,77.4,22.6,2018,2092743,18.8,57920,2641,0.6375638951945867,0.36243611729220965,3,4.9
2018-03-01,New York,15.853658536585366,37050,91.9,8.1,2018,19453561,13.7,80700,2066,0.6869161475604733,0.31308384488643276,3,4.3
2018-03-01,North Carolina,23.17073170731707,61950,66.1,33.9,2018,10562326,14.1,64020,2112,NA,NA,3,4.1
2018-03-01,North Dakota,31.70731707317073,6803,59.9,40.1,2018,760077,10.6,79780,3713,0.4455084195398489,0.55449157756031,3,2.6
2018-03-01,Ohio,26.82926829268293,91247,77.9,22.1,2018,11676341,13.8,73930,2704,0.5343906119105631,0.4656093946534866,3,4.5
2018-03-01,Oklahoma,27.142857142857142,35317,66.2,33.8,2018,3973079,15.5,65300,3328,NA,NA,3,3.5
2018-03-01,Oregon,30,41616,81,19,2018,4142778,12.5,82970,4384,NA,NA,3,4
2018-03-01,Pennsylvania,24.285714285714285,123031,78.7,21.3,2018,12800922,12.2,77400,1961,0.5666837143746147,0.4333162811847035,3,4.6
2018-03-01,Rhode Island,22.857142857142858,3528,96,4,2018,1058287,12.8,74690,4016,0.5841324854285082,0.41586750585430565,3,4.3
2018-03-01,South Carolina,22.368421052631582,29427,66.3,33.7,2018,5148714,15.2,68910,2498,NA,NA,3,3.5
2018-03-01,South Dakota,34.21052631578948,10135,56.7,43.3,2018,882235,12.9,71330,3169,NA,NA,3,2.9
2018-03-01,Tennessee,27.631578947368425,71458,69.1,30.9,2018,6771631,15.2,67250,1730,0.4450650181967532,0.5549349827174109,3,3.5
2018-03-01,Texas,22.368421052631582,161200,84.7,15.3,2018,28805972,14.9,71720,1646,0.48850261830822655,0.5114973764370401,3,4
2018-03-01,Utah,28.07017543859649,33649,90.6,9.4,2018,3225750,9.1,92450,2791,0.32904491352687815,0.6709550682685896,3,3
2018-03-01,Vermont,59.64912280701754,6177,33.3,66.7,2018,626299,10.7,84050,2819,NA,NA,3,2.7
2018-03-01,Virginia,24.561403508771928,55765,74.3,25.7,2018,8501286,10.7,92550,3702,0.5809220262523488,0.419077973331729,3,3.2
2018-03-01,Washington,26.31578947368421,66587,84.1,15.9,2018,7535592,10.3,95640,3629,0.5841652819905354,0.4158347067908099,3,4.5
2018-03-01,West Virginia,35.18518518518518,40701,48.7,51.3,2018,1805834,17.4,60670,1604,0.5173363193486693,0.4826636835756698,3,5.3
2018-03-01,Wisconsin,25.925925925925927,56482,70.2,29.8,2018,5807402,11.1,75130,2446,NA,NA,3,3
2018-03-01,Wyoming,46.2962962962963,6476,64.8,35.2,2018,577737,10.7,75020,4669,0.30981713944216693,0.6901828603591352,3,4.1
2018-04-01,Alabama,17.910447761194032,34915,59,41,2018,4891628,16.8,59900,2907,NA,NA,4,4
2018-04-01,Alaska,28.358208955223883,7367,66,34,2018,736624,11.1,82450,4067,NA,NA,4,6.1
2018-04-01,Arizona,20.895522388059703,31658,89.8,10.2,2018,7164228,14.1,74710,2748,0.5118903693642044,0.48810965169393356,4,4.7
2018-04-01,Arkansas,16.417910447761194,18240,56.2,43.8,2018,3012161,16.8,59720,2529,NA,NA,4,3.7
2018-04-01,California,13.414634146341465,121478,95,5,2018,39437463,12.8,84560,1479,NA,NA,4,4.2
2018-04-01,Colorado,19.51219512195122,47462,86.2,13.8,2018,5697155,9.7,87610,4273,NA,NA,4,3
2018-04-01,Connecticut,18.29268292682927,15269,88,12,2018,3574561,10.3,87340,6141,NA,NA,4,4
2018-04-01,Delaware,18.29268292682927,4988,83.3,16.7,2018,966985,12.2,77990,4317,0.6138988443104625,0.38610115079254514,4,3.8
2018-04-01,District of Columbia,14.736842105263158,321,100,0,2018,704147,16.1,102900,3190,NA,NA,4,5.8
2018-04-01,Florida,13.68421052631579,102426,91.2,8.8,2018,21254926,13.7,65550,2264,0.49924551211699575,0.5007544880576354,4,3.7
2018-04-01,Georgia,15.789473684210526,43671,75.1,24.9,2018,10519389,14.5,66960,2438,NA,NA,4,4.1
2018-04-01,Hawaii,12.63157894736842,1393,91.9,8.1,2018,1423102,9,96100,4177,0.711577645918526,0.2884223379616575,4,2.2
2018-04-01,Idaho,25.352112676056336,16974,70.6,29.4,2018,1752074,11.7,70450,2885,NA,NA,4,2.8
2018-04-01,Illinois,15.492957746478872,238774,88.5,11.5,2018,12724685,12.1,84140,2703,NA,NA,4,4.3
2018-04-01,Indiana,23.943661971830984,78367,72.4,27.6,2018,6698481,13,71850,2396,0.4605074546473655,0.539492543293157,4,3.4
2018-04-01,Iowa,19.718309859154928,17457,64,36,2018,3149900,11.2,82430,3491,NA,NA,4,2.6
2018-04-01,Kansas,20.253164556962027,13184,71.4,28.6,2018,2912748,11.9,76700,2432,NA,NA,4,3.4
2018-04-01,Kentucky,18.9873417721519,409485,58.4,41.6,2018,4464273,16.7,65440,4400,NA,NA,4,4.2
2018-04-01,Louisiana,15.18987341772152,22491,73,27,2018,4664450,18.7,59950,2104,NA,NA,4,4.9
2018-04-01,Maine,25.31645569620253,8745,38.7,61.3,2018,1340123,11.6,70370,6817,0.2329249010225424,0.76707510781947,4,3
2018-04-01,Maryland,14.141414141414142,14105,87.2,12.8,2018,6042153,9.1,103400,3996,0.6795866050495849,0.32041339435327265,4,3.9
2018-04-01,Massachusetts,16.161616161616163,17983,92,8,2018,6885720,10,103600,3341,0.6251091130423806,0.37489090271420583,4,3.6
2018-04-01,Michigan,16.161616161616163,44190,74.6,25.4,2018,9987286,14,72510,2286,0.5337837454288518,0.4662162558979926,4,4.2
2018-04-01,Minnesota,20.202020202020204,64410,73.3,26.7,2018,5608762,9.6,86150,4386,0.5903965050828458,0.4096034960818504,4,3
2018-04-01,Mississippi,17.647058823529413,17470,51.2,48.8,2018,2982879,19.8,51320,2764,0.4123271441679992,0.5876728586266269,4,4.9
2018-04-01,Missouri,20.58823529411765,38859,70.5,29.5,2018,6125986,13.2,74050,2929,0.4490120028202175,0.5509879950752445,4,3.3
2018-04-01,Montana,27.94117647058824,9795,55.9,44.1,2018,1061818,12.9,69190,3450,0.5176724009855039,0.4823276114548697,4,3.8
2018-04-01,Nebraska,17.647058823529413,6643,73.1,26.9,2018,1932546,11,81060,4718,0.40030542131112823,0.5996945775036788,4,2.8
2018-04-01,Nevada,21.05263157894737,11470,94.2,5.8,2018,3104614,13.1,74210,2538,0.5258139980616716,0.4741859889977832,4,4.5
2018-04-01,New Hampshire,26.315789473684212,11372,60.3,39.7,2018,1340588,7.6,97580,4071,NA,NA,4,2.7
2018-04-01,New Jersey,13.157894736842106,8958,94.7,5.3,2018,9005644,9.5,88980,3413,0.5571920870110938,0.4428079123696463,4,4.2
2018-04-01,New Mexico,21.05263157894737,12859,77.4,22.6,2018,2092743,18.8,57920,2641,0.6375638951945867,0.36243611729220965,4,4.8
2018-04-01,New York,9.75609756097561,33326,91.9,8.1,2018,19453561,13.7,80700,2066,0.6869161475604733,0.31308384488643276,4,4.2
2018-04-01,North Carolina,17.073170731707318,47770,66.1,33.9,2018,10562326,14.1,64020,2112,NA,NA,4,4
2018-04-01,North Dakota,24.390243902439025,5793,59.9,40.1,2018,760077,10.6,79780,3713,0.4455084195398489,0.55449157756031,4,2.5
2018-04-01,Ohio,18.29268292682927,65456,77.9,22.1,2018,11676341,13.8,73930,2704,0.5343906119105631,0.4656093946534866,4,4.5
2018-04-01,Oklahoma,21.42857142857143,25345,66.2,33.8,2018,3973079,15.5,65300,3328,NA,NA,4,3.4
2018-04-01,Oregon,18.571428571428573,32494,81,19,2018,4142778,12.5,82970,4384,NA,NA,4,3.9
2018-04-01,Pennsylvania,17.142857142857142,91401,78.7,21.3,2018,12800922,12.2,77400,1961,0.5666837143746147,0.4333162811847035,4,4.5
2018-04-01,Rhode Island,17.142857142857142,2332,96,4,2018,1058287,12.8,74690,4016,0.5841324854285082,0.41586750585430565,4,4.1
2018-04-01,South Carolina,15.789473684210527,19286,66.3,33.7,2018,5148714,15.2,68910,2498,NA,NA,4,3.3
2018-04-01,South Dakota,21.05263157894737,7040,56.7,43.3,2018,882235,12.9,71330,3169,NA,NA,4,2.8
2018-04-01,Tennessee,19.73684210526316,53166,69.1,30.9,2018,6771631,15.2,67250,1730,0.4450650181967532,0.5549349827174109,4,3.5
2018-04-01,Texas,15.789473684210527,114704,84.7,15.3,2018,28805972,14.9,71720,1646,0.48850261830822655,0.5114973764370401,4,4
2018-04-01,Utah,17.543859649122805,29213,90.6,9.4,2018,3225750,9.1,92450,2791,0.32904491352687815,0.6709550682685896,4,2.9
2018-04-01,Vermont,45.614035087719294,5081,33.3,66.7,2018,626299,10.7,84050,2819,NA,NA,4,2.6
2018-04-01,Virginia,19.29824561403509,37720,74.3,25.7,2018,8501286,10.7,92550,3702,0.5809220262523488,0.419077973331729,4,3.1
2018-04-01,Washington,17.543859649122805,51693,84.1,15.9,2018,7535592,10.3,95640,3629,0.5841652819905354,0.4158347067908099,4,4.4
2018-04-01,West Virginia,22.22222222222222,22379,48.7,51.3,2018,1805834,17.4,60670,1604,0.5173363193486693,0.4826636835756698,4,5.3
2018-04-01,Wisconsin,18.51851851851852,41542,70.2,29.8,2018,5807402,11.1,75130,2446,NA,NA,4,3
2018-04-01,Wyoming,25.925925925925927,5065,64.8,35.2,2018,577737,10.7,75020,4669,0.30981713944216693,0.6901828603591352,4,4.1
2018-05-01,Alabama,49.25373134328358,33193,59,41,2018,4891628,16.8,59900,2907,NA,NA,5,4
2018-05-01,Alaska,71.64179104477613,7548,66,34,2018,736624,11.1,82450,4067,NA,NA,5,6
2018-05-01,Arizona,50.746268656716424,28285,89.8,10.2,2018,7164228,14.1,74710,2748,0.5118903693642044,0.48810965169393356,5,4.7
2018-05-01,Arkansas,47.76119402985075,17667,56.2,43.8,2018,3012161,16.8,59720,2529,NA,NA,5,3.6
2018-05-01,California,39.02439024390244,104498,95,5,2018,39437463,12.8,84560,1479,NA,NA,5,4.2
2018-05-01,Colorado,48.78048780487805,41583,86.2,13.8,2018,5697155,9.7,87610,4273,NA,NA,5,3
2018-05-01,Connecticut,41.46341463414634,14409,88,12,2018,3574561,10.3,87340,6141,NA,NA,5,3.9
2018-05-01,Delaware,47.5609756097561,3674,83.3,16.7,2018,966985,12.2,77990,4317,0.6138988443104625,0.38610115079254514,5,3.7
2018-05-01,District of Columbia,37.89473684210526,289,100,0,2018,704147,16.1,102900,3190,NA,NA,5,5.7
2018-05-01,Florida,47.368421052631575,95481,91.2,8.8,2018,21254926,13.7,65550,2264,0.49924551211699575,0.5007544880576354,5,3.7
2018-05-01,Georgia,47.368421052631575,39528,75.1,24.9,2018,10519389,14.5,66960,2438,NA,NA,5,4
2018-05-01,Hawaii,35.78947368421053,1187,91.9,8.1,2018,1423102,9,96100,4177,0.711577645918526,0.2884223379616575,5,2.3
2018-05-01,Idaho,69.01408450704224,18243,70.6,29.4,2018,1752074,11.7,70450,2885,NA,NA,5,2.8
2018-05-01,Illinois,45.070422535211264,233963,88.5,11.5,2018,12724685,12.1,84140,2703,NA,NA,5,4.3
2018-05-01,Indiana,56.33802816901408,78143,72.4,27.6,2018,6698481,13,71850,2396,0.4605074546473655,0.539492543293157,5,3.4
2018-05-01,Iowa,53.52112676056338,13766,64,36,2018,3149900,11.2,82430,3491,NA,NA,5,2.5
2018-05-01,Kansas,51.898734177215204,11062,71.4,28.6,2018,2912748,11.9,76700,2432,NA,NA,5,3.3
2018-05-01,Kentucky,59.493670886075954,395487,58.4,41.6,2018,4464273,16.7,65440,4400,NA,NA,5,4.2
2018-05-01,Louisiana,50.63291139240506,20265,73,27,2018,4664450,18.7,59950,2104,NA,NA,5,4.9
2018-05-01,Maine,54.43037974683545,6847,38.7,61.3,2018,1340123,11.6,70370,6817,0.2329249010225424,0.76707510781947,5,3.1
2018-05-01,Maryland,36.36363636363637,11990,87.2,12.8,2018,6042153,9.1,103400,3996,0.6795866050495849,0.32041339435327265,5,3.8
2018-05-01,Massachusetts,34.343434343434346,18574,92,8,2018,6885720,10,103600,3341,0.6251091130423806,0.37489090271420583,5,3.5
2018-05-01,Michigan,46.46464646464647,35563,74.6,25.4,2018,9987286,14,72510,2286,0.5337837454288518,0.4662162558979926,5,4.1
2018-05-01,Minnesota,41.41414141414142,47533,73.3,26.7,2018,5608762,9.6,86150,4386,0.5903965050828458,0.4096034960818504,5,2.9
2018-05-01,Mississippi,51.47058823529412,15999,51.2,48.8,2018,2982879,19.8,51320,2764,0.4123271441679992,0.5876728586266269,5,4.9
2018-05-01,Missouri,50,31607,70.5,29.5,2018,6125986,13.2,74050,2929,0.4490120028202175,0.5509879950752445,5,3.2
2018-05-01,Montana,61.76470588235294,8952,55.9,44.1,2018,1061818,12.9,69190,3450,0.5176724009855039,0.4823276114548697,5,3.7
2018-05-01,Nebraska,48.52941176470589,5165,73.1,26.9,2018,1932546,11,81060,4718,0.40030542131112823,0.5996945775036788,5,2.8
2018-05-01,Nevada,57.89473684210527,10327,94.2,5.8,2018,3104614,13.1,74210,2538,0.5258139980616716,0.4741859889977832,5,4.4
2018-05-01,New Hampshire,55.26315789473685,9875,60.3,39.7,2018,1340588,7.6,97580,4071,NA,NA,5,2.7
2018-05-01,New Jersey,31.578947368421055,8037,94.7,5.3,2018,9005644,9.5,88980,3413,0.5571920870110938,0.4428079123696463,5,4.1
2018-05-01,New Mexico,64.47368421052632,11432,77.4,22.6,2018,2092743,18.8,57920,2641,0.6375638951945867,0.36243611729220965,5,4.8
2018-05-01,New York,32.926829268292686,25621,91.9,8.1,2018,19453561,13.7,80700,2066,0.6869161475604733,0.31308384488643276,5,4.1
2018-05-01,North Carolina,48.78048780487805,43211,66.1,33.9,2018,10562326,14.1,64020,2112,NA,NA,5,3.9
2018-05-01,North Dakota,57.3170731707317,4539,59.9,40.1,2018,760077,10.6,79780,3713,0.4455084195398489,0.55449157756031,5,2.4
2018-05-01,Ohio,50,51734,77.9,22.1,2018,11676341,13.8,73930,2704,0.5343906119105631,0.4656093946534866,5,4.5
2018-05-01,Oklahoma,58.57142857142857,21697,66.2,33.8,2018,3973079,15.5,65300,3328,NA,NA,5,3.3
2018-05-01,Oregon,48.57142857142857,28305,81,19,2018,4142778,12.5,82970,4384,NA,NA,5,3.9
2018-05-01,Pennsylvania,45.714285714285715,75296,78.7,21.3,2018,12800922,12.2,77400,1961,0.5666837143746147,0.4333162811847035,5,4.4
2018-05-01,Rhode Island,40,1887,96,4,2018,1058287,12.8,74690,4016,0.5841324854285082,0.41586750585430565,5,4
2018-05-01,South Carolina,44.736842105263165,17103,66.3,33.7,2018,5148714,15.2,68910,2498,NA,NA,5,3.2
2018-05-01,South Dakota,50,5720,56.7,43.3,2018,882235,12.9,71330,3169,NA,NA,5,2.8
2018-05-01,Tennessee,51.31578947368421,50613,69.1,30.9,2018,6771631,15.2,67250,1730,0.4450650181967532,0.5549349827174109,5,3.5
2018-05-01,Texas,56.578947368421055,111159,84.7,15.3,2018,28805972,14.9,71720,1646,0.48850261830822655,0.5114973764370401,5,4
2018-05-01,Utah,64.91228070175438,31638,90.6,9.4,2018,3225750,9.1,92450,2791,0.32904491352687815,0.6709550682685896,5,2.9
2018-05-01,Vermont,64.91228070175438,2818,33.3,66.7,2018,626299,10.7,84050,2819,NA,NA,5,2.5
2018-05-01,Virginia,49.122807017543856,32135,74.3,25.7,2018,8501286,10.7,92550,3702,0.5809220262523488,0.419077973331729,5,2.9
2018-05-01,Washington,50.87719298245614,46008,84.1,15.9,2018,7535592,10.3,95640,3629,0.5841652819905354,0.4158347067908099,5,4.3
2018-05-01,West Virginia,59.25925925925926,17108,48.7,51.3,2018,1805834,17.4,60670,1604,0.5173363193486693,0.4826636835756698,5,5.2
2018-05-01,Wisconsin,42.592592592592595,28841,70.2,29.8,2018,5807402,11.1,75130,2446,NA,NA,5,3
2018-05-01,Wyoming,72.22222222222223,4820,64.8,35.2,2018,577737,10.7,75020,4669,0.30981713944216693,0.6901828603591352,5,4.1
2018-06-01,Alabama,53.73134328358209,32572,59,41,2018,4891628,16.8,59900,2907,NA,NA,6,4
2018-06-01,Alaska,76.11940298507463,6330,66,34,2018,736624,11.1,82450,4067,NA,NA,6,6
2018-06-01,Arizona,58.2089552238806,28041,89.8,10.2,2018,7164228,14.1,74710,2748,0.5118903693642044,0.48810965169393356,6,4.7
2018-06-01,Arkansas,53.73134328358209,18809,56.2,43.8,2018,3012161,16.8,59720,2529,NA,NA,6,3.6
2018-06-01,California,37.80487804878049,99683,95,5,2018,39437463,12.8,84560,1479,NA,NA,6,4.2
2018-06-01,Colorado,45.12195121951219,38395,86.2,13.8,2018,5697155,9.7,87610,4273,NA,NA,6,3.1
2018-06-01,Connecticut,40.24390243902439,14440,88,12,2018,3574561,10.3,87340,6141,NA,NA,6,3.9
2018-06-01,Delaware,43.90243902439024,3211,83.3,16.7,2018,966985,12.2,77990,4317,0.6138988443104625,0.38610115079254514,6,3.7
2018-06-01,District of Columbia,33.68421052631579,259,100,0,2018,704147,16.1,102900,3190,NA,NA,6,5.7
2018-06-01,Florida,51.57894736842105,88991,91.2,8.8,2018,21254926,13.7,65550,2264,0.49924551211699575,0.5007544880576354,6,3.6
2018-06-01,Georgia,51.57894736842105,35963,75.1,24.9,2018,10519389,14.5,66960,2438,NA,NA,6,4
2018-06-01,Hawaii,36.84210526315789,1170,91.9,8.1,2018,1423102,9,96100,4177,0.711577645918526,0.2884223379616575,6,2.4
2018-06-01,Idaho,73.2394366197183,15401,70.6,29.4,2018,1752074,11.7,70450,2885,NA,NA,6,2.8
2018-06-01,Illinois,43.66197183098591,225006,88.5,11.5,2018,12724685,12.1,84140,2703,NA,NA,6,4.3
2018-06-01,Indiana,53.52112676056338,74423,72.4,27.6,2018,6698481,13,71850,2396,0.4605074546473655,0.539492543293157,6,3.4
2018-06-01,Iowa,49.29577464788732,10904,64,36,2018,3149900,11.2,82430,3491,NA,NA,6,2.5
2018-06-01,Kansas,54.43037974683545,11501,71.4,28.6,2018,2912748,11.9,76700,2432,NA,NA,6,3.3
2018-06-01,Kentucky,54.43037974683545,411606,58.4,41.6,2018,4464273,16.7,65440,4400,NA,NA,6,4.2
2018-06-01,Louisiana,51.898734177215204,22339,73,27,2018,4664450,18.7,59950,2104,NA,NA,6,4.9
2018-06-01,Maine,54.43037974683545,6156,38.7,61.3,2018,1340123,11.6,70370,6817,0.2329249010225424,0.76707510781947,6,3.2
2018-06-01,Maryland,38.38383838383839,10333,87.2,12.8,2018,6042153,9.1,103400,3996,0.6795866050495849,0.32041339435327265,6,3.8
2018-06-01,Massachusetts,34.343434343434346,15930,92,8,2018,6885720,10,103600,3341,0.6251091130423806,0.37489090271420583,6,3.5
2018-06-01,Michigan,45.45454545454546,33308,74.6,25.4,2018,9987286,14,72510,2286,0.5337837454288518,0.4662162558979926,6,4
2018-06-01,Minnesota,41.41414141414142,38204,73.3,26.7,2018,5608762,9.6,86150,4386,0.5903965050828458,0.4096034960818504,6,2.9
2018-06-01,Mississippi,51.47058823529412,15858,51.2,48.8,2018,2982879,19.8,51320,2764,0.4123271441679992,0.5876728586266269,6,4.8
2018-06-01,Missouri,50,32616,70.5,29.5,2018,6125986,13.2,74050,2929,0.4490120028202175,0.5509879950752445,6,3.1
2018-06-01,Montana,69.11764705882354,8746,55.9,44.1,2018,1061818,12.9,69190,3450,0.5176724009855039,0.4823276114548697,6,3.7
2018-06-01,Nebraska,47.05882352941177,4418,73.1,26.9,2018,1932546,11,81060,4718,0.40030542131112823,0.5996945775036788,6,2.8
2018-06-01,Nevada,64.47368421052632,9442,94.2,5.8,2018,3104614,13.1,74210,2538,0.5258139980616716,0.4741859889977832,6,4.3
2018-06-01,New Hampshire,56.578947368421055,8511,60.3,39.7,2018,1340588,7.6,97580,4071,NA,NA,6,2.6
2018-06-01,New Jersey,31.578947368421055,7413,94.7,5.3,2018,9005644,9.5,88980,3413,0.5571920870110938,0.4428079123696463,6,4.1
2018-06-01,New Mexico,67.10526315789474,11259,77.4,22.6,2018,2092743,18.8,57920,2641,0.6375638951945867,0.36243611729220965,6,4.7
2018-06-01,New York,31.70731707317073,23921,91.9,8.1,2018,19453561,13.7,80700,2066,0.6869161475604733,0.31308384488643276,6,4
2018-06-01,North Carolina,48.78048780487805,37350,66.1,33.9,2018,10562326,14.1,64020,2112,NA,NA,6,3.9
2018-06-01,North Dakota,56.09756097560975,4124,59.9,40.1,2018,760077,10.6,79780,3713,0.4455084195398489,0.55449157756031,6,2.3
2018-06-01,Ohio,50,47756,77.9,22.1,2018,11676341,13.8,73930,2704,0.5343906119105631,0.4656093946534866,6,4.4
2018-06-01,Oklahoma,62.85714285714286,22471,66.2,33.8,2018,3973079,15.5,65300,3328,NA,NA,6,3.2
2018-06-01,Oregon,47.142857142857146,26685,81,19,2018,4142778,12.5,82970,4384,NA,NA,6,3.8
2018-06-01,Pennsylvania,50,71106,78.7,21.3,2018,12800922,12.2,77400,1961,0.5666837143746147,0.4333162811847035,6,4.3
2018-06-01,Rhode Island,40,1685,96,4,2018,1058287,12.8,74690,4016,0.5841324854285082,0.41586750585430565,6,4
2018-06-01,South Carolina,47.36842105263158,18597,66.3,33.7,2018,5148714,15.2,68910,2498,NA,NA,6,3.2
2018-06-01,South Dakota,50,5779,56.7,43.3,2018,882235,12.9,71330,3169,NA,NA,6,2.7
2018-06-01,Tennessee,55.26315789473685,47938,69.1,30.9,2018,6771631,15.2,67250,1730,0.4450650181967532,0.5549349827174109,6,3.5
2018-06-01,Texas,53.94736842105264,108008,84.7,15.3,2018,28805972,14.9,71720,1646,0.48850261830822655,0.5114973764370401,6,3.9
2018-06-01,Utah,66.66666666666666,29176,90.6,9.4,2018,3225750,9.1,92450,2791,0.32904491352687815,0.6709550682685896,6,2.9
2018-06-01,Vermont,59.64912280701754,2725,33.3,66.7,2018,626299,10.7,84050,2819,NA,NA,6,2.5
2018-06-01,Virginia,52.63157894736842,32496,74.3,25.7,2018,8501286,10.7,92550,3702,0.5809220262523488,0.419077973331729,6,2.8
2018-06-01,Washington,52.63157894736842,44090,84.1,15.9,2018,7535592,10.3,95640,3629,0.5841652819905354,0.4158347067908099,6,4.3
2018-06-01,West Virginia,66.66666666666667,14127,48.7,51.3,2018,1805834,17.4,60670,1604,0.5173363193486693,0.4826636835756698,6,5.1
2018-06-01,Wisconsin,40.74074074074074,26403,70.2,29.8,2018,5807402,11.1,75130,2446,NA,NA,6,3
2018-06-01,Wyoming,74.07407407407408,4362,64.8,35.2,2018,577737,10.7,75020,4669,0.30981713944216693,0.6901828603591352,6,4.1
2018-07-01,Alabama,47.76119402985075,32572,59,41,2018,4891628,16.8,59900,2907,NA,NA,7,3.9
2018-07-01,Alaska,70.1492537313433,5714,66,34,2018,736624,11.1,82450,4067,NA,NA,7,5.9
2018-07-01,Arizona,50.746268656716424,26359,89.8,10.2,2018,7164228,14.1,74710,2748,0.5118903693642044,0.48810965169393356,7,4.7
2018-07-01,Arkansas,49.25373134328358,19399,56.2,43.8,2018,3012161,16.8,59720,2529,NA,NA,7,3.5
2018-07-01,California,31.70731707317073,94672,95,5,2018,39437463,12.8,84560,1479,NA,NA,7,4.2
2018-07-01,Colorado,39.02439024390244,37788,86.2,13.8,2018,5697155,9.7,87610,4273,NA,NA,7,3.1
2018-07-01,Connecticut,32.926829268292686,13650,88,12,2018,3574561,10.3,87340,6141,NA,NA,7,3.8
2018-07-01,Delaware,35.36585365853659,2840,83.3,16.7,2018,966985,12.2,77990,4317,0.6138988443104625,0.38610115079254514,7,3.6
2018-07-01,District of Columbia,31.57894736842105,246,100,0,2018,704147,16.1,102900,3190,NA,NA,7,5.6
2018-07-01,Florida,44.21052631578947,82909,91.2,8.8,2018,21254926,13.7,65550,2264,0.49924551211699575,0.5007544880576354,7,3.6
2018-07-01,Georgia,47.368421052631575,34244,75.1,24.9,2018,10519389,14.5,66960,2438,NA,NA,7,3.9
2018-07-01,Hawaii,34.73684210526316,1057,91.9,8.1,2018,1423102,9,96100,4177,0.711577645918526,0.2884223379616575,7,2.4
2018-07-01,Idaho,61.97183098591549,14478,70.6,29.4,2018,1752074,11.7,70450,2885,NA,NA,7,2.8
2018-07-01,Illinois,38.028169014084504,198971,88.5,11.5,2018,12724685,12.1,84140,2703,NA,NA,7,4.3
2018-07-01,Indiana,49.29577464788732,60457,72.4,27.6,2018,6698481,13,71850,2396,0.4605074546473655,0.539492543293157,7,3.4
2018-07-01,Iowa,45.070422535211264,10329,64,36,2018,3149900,11.2,82430,3491,NA,NA,7,2.5
2018-07-01,Kansas,48.10126582278481,11364,71.4,28.6,2018,2912748,11.9,76700,2432,NA,NA,7,3.2
2018-07-01,Kentucky,49.36708860759494,393583,58.4,41.6,2018,4464273,16.7,65440,4400,NA,NA,7,4.2
2018-07-01,Louisiana,44.30379746835443,20229,73,27,2018,4664450,18.7,59950,2104,NA,NA,7,4.9
2018-07-01,Maine,41.77215189873418,5968,38.7,61.3,2018,1340123,11.6,70370,6817,0.2329249010225424,0.76707510781947,7,3.3
2018-07-01,Maryland,34.343434343434346,10020,87.2,12.8,2018,6042153,9.1,103400,3996,0.6795866050495849,0.32041339435327265,7,3.7
2018-07-01,Massachusetts,28.282828282828284,14275,92,8,2018,6885720,10,103600,3341,0.6251091130423806,0.37489090271420583,7,3.4
